Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number,From Last,Low,High,Odd,Even, 1-10, 11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
3143,10/3/2016,25,29,32,33,34,49,13,33,0,6,4,2,0,0,2,3,1,0,0,2,228128,132,2377,387,443,7974,50,11974,25,150313,10
3144,14/3/2016,8,10,24,29,31,33,4,"29,33",3,3,3,3,2,0,2,2,0,4,2163551,8,94675,296,1760,885,321,17179,50,24257,25,307158,10
3145,17/3/2016,2,3,20,21,30,33,12,33,4,2,3,3,2,1,2,1,0,1,1159310,9,27119,133,1262,578,159,6374,50,12752,25,106305,10
3146,21/3/2016,8,12,20,39,43,47,9,20,3,3,3,3,1,2,0,1,2,0,0,2,127994,103,1709,272,353,4769,50,8572,25,89835,10
3147,24/3/2016,4,9,28,35,38,44,36,,2,4,2,4,2,0,1,2,1,1,2656339,2,151622,100,2085,270,422,6184,50,8207,25,116831,10
3148,28/3/2016,8,9,15,28,36,39,33,"9,28",3,3,3,3,2,1,1,2,0,0,0,4,61520,166,1020,361,256,7258,50,9321,25,118919,10
3149,31/3/2016,20,21,22,31,39,46,32,39,3,3,3,3,0,1,2,2,1,1,2612507,1,303923,103,2029,260,439,5575,50,7137,25,107200,10
3150,4/4/2016,10,15,22,28,34,38,12,22,3,3,1,5,1,1,2,2,0,0,0,3,81023,98,1706,273,334,4794,50,7684,25,87544,10
3151,7/4/2016,1,7,30,32,38,46,23,38,2,4,2,4,2,0,1,2,1,0,0,3,97561,95,2119,249,441,4651,50,8395,25,99123,10
3152,11/4/2016,9,13,16,18,48,49,42,,4,2,3,3,1,3,0,0,2,0,0,5,87364,202,1487,413,397,9784,50,11373,25,179126,10
3153,14/4/2016,3,4,19,26,28,34,30,,3,3,2,4,2,1,2,1,0,4,1967861,9,76065,283,1664,738,348,15956,50,20739,25,287318,10
3154,18/4/2016,11,14,21,28,30,39,49,28,3,3,3,3,0,2,3,1,0,1,1105998,0,0,79,2027,180,486,4773,50,5427,25,92072,10
3155,21/4/2016,13,14,19,32,33,48,42,14,3,3,3,3,0,3,0,2,1,0,0,0,0,81,1964,166,523,3833,50,5047,25,73790,10
3156,25/4/2016,1,3,4,22,37,41,31,,4,2,4,2,3,0,1,1,1,0,0,1,784069,106,2076,308,390,6565,50,9460,25,132331,10
3157,28/4/2016,3,20,26,31,34,40,30,3,2,4,2,4,1,1,1,3,0,1,4661193,2,215039,176,1680,374,432,8061,50,12270,25,151977,10
3158,2/5/2016,6,7,8,9,14,19,48,,6,0,3,3,4,2,0,0,0,5,222182,4,58469,481,335,417,211,15579,50,7733,25,169778,10
3159,5/5/2016,9,20,23,46,48,49,42,9,3,3,3,3,1,1,1,0,3,0,0,2,116721,98,1638,227,386,4916,50,5451,25,82815,10
3160,9/5/2016,1,12,26,29,39,49,42,49,2,4,4,2,1,1,2,1,1,0,0,3,103092,96,2215,244,476,6121,50,7075,25,112758,10
3161,12/5/2016,1,4,23,40,46,48,34,1,3,3,2,4,2,0,1,1,2,0,0,1,421333,169,1714,323,490,7487,50,9891,25,141934,10
3162,16/5/2016,1,10,24,26,36,47,4,1,3,3,2,4,2,0,2,1,1,1,8045163,8,91209,255,1968,598,458,13751,50,20354,25,261092,10
3163,19/5/2016,2,17,19,23,32,49,33,,4,2,4,2,1,2,1,1,1,0,0,5,43820,76,1982,208,395,4348,50,6262,25,84710,10
3164,23/5/2016,7,12,20,24,30,31,43,,4,2,2,4,1,2,2,1,0,1,2499459,4,76777,206,1025,377,306,9021,50,8098,25,144643,10
3165,26/5/2016,7,15,19,31,32,40,47,"7,31",3,3,4,2,1,2,0,3,0,0,0,2,112263,67,2304,149,566,4186,50,4426,25,81381,10
3166,30/5/2016,8,12,24,33,35,39,22,,3,3,3,3,1,1,1,3,0,0,0,0,0,119,1743,291,389,6840,50,9215,25,121946,10
3167,2/6/2016,1,15,23,25,33,42,44,33,3,3,5,1,1,1,2,1,1,0,0,4,181551,147,1986,355,449,8306,50,9980,25,160178,10
3168,6/6/2016,2,7,12,19,29,36,20,,4,2,3,3,2,2,1,1,0,2,3943722,12,59149,328,1488,1021,261,19205,50,26620,25,317354,10
3169,9/6/2016,12,21,27,28,35,43,47,12,2,4,4,2,0,1,3,1,1,0,0,1,225070,78,1984,180,469,4429,50,4649,25,85390,10
3170,13/6/2016,6,18,22,24,26,30,36,,4,2,0,6,1,1,4,0,0,2,1269404,4,77355,190,1120,478,243,8599,50,9464,25,141393,10
3171,16/6/2016,5,11,30,36,44,46,16,30,2,4,2,4,1,1,1,1,2,0,0,4,56032,79,1951,285,295,4264,50,8084,25,79764,10
3172,20/6/2016,4,6,14,18,19,35,42,,5,1,2,4,2,3,0,1,0,2,1238973,6,49592,212,965,281,398,8416,50,8292,25,139837,10
3173,23/6/2016,1,3,5,8,20,44,22,,5,1,3,3,4,1,0,0,1,0,0,4,55224,159,956,337,246,8550,50,9241,25,130593,10
3174,27/6/2016,1,12,13,14,38,40,34,1,4,2,2,4,1,3,0,2,0,0,0,3,100254,80,2585,225,502,5356,50,6985,25,109529,10
3175,30/6/2016,11,12,15,16,21,32,47,12,5,1,3,3,0,4,1,1,0,1,4428208,1,410601,237,1192,361,427,12100,50,9685,25,191552,10
3176,4/7/2016,11,18,26,27,34,46,22,11,2,4,2,4,0,2,2,1,1,0,0,0,0,58,2802,199,446,4026,50,6262,25,78625,10
3177,7/7/2016,4,6,13,15,21,30,49,,5,1,3,3,2,2,2,0,0,1,2504631,2,263646,181,1106,223,490,8323,50,6961,25,133488,10
3178,11/7/2016,7,21,22,30,35,39,19,"21,30",3,3,4,2,1,0,3,2,0,0,0,5,46997,68,2376,226,390,4471,50,6619,25,87763,10
3179,14/7/2016,2,11,14,16,31,44,19,,4,2,2,4,1,3,0,1,1,0,0,3,94049,83,2338,277,382,5839,50,9333,25,113360,10
3180,18/7/2016,8,11,22,35,36,46,43,11,3,3,2,4,1,1,1,2,1,1,4497222,8,53707,178,1660,458,352,8707,50,10846,25,162687,10
3181,21/7/2016,2,14,18,27,31,44,26,,3,3,2,4,1,2,1,1,1,0,0,1,216471,66,2255,190,428,4090,50,5618,25,74961,10
3182,25/7/2016,6,26,38,40,44,49,16,44,1,5,1,5,1,0,1,2,2,0,0,0,0,74,2735,229,482,4809,50,7427,25,93518,10
3183,28/7/2016,4,6,8,15,29,36,9,6,4,2,2,4,3,1,1,1,0,1,4415209,6,118842,210,1371,1028,153,11514,50,25363,25,190113,10
3184,1/8/2016,6,14,24,36,37,39,27,"6,36",3,3,2,4,1,1,1,3,0,0,0,2,119250,74,2216,198,452,4076,50,5832,25,79791,10
3185,4/8/2016,1,8,29,31,37,42,23,37,2,4,4,2,2,0,1,2,1,1,2515240,8,36379,86,2327,338,323,6011,50,8548,25,112357,10
3186,8/8/2016,4,9,23,26,34,44,21,,3,3,2,4,2,0,2,1,1,0,0,3,78419,99,1634,197,448,5042,50,6232,25,94897,10
3187,11/8/2016,13,22,30,32,45,46,29,,2,4,2,4,0,1,2,1,2,0,0,0,0,80,2372,183,566,4539,50,6205,25,90726,10
3188,15/8/2016,3,16,18,31,35,38,29,,3,3,3,3,1,2,0,3,0,0,0,3,239685,194,1571,415,401,10584,50,11995,25,176568,10
3189,18/8/2016,2,10,11,21,26,36,18,,4,2,2,4,2,1,2,1,0,0,0,15,591455,373,1391,1045,271,18532,50,26243,25,323321,10
3190,22/8/2016,1,10,35,36,41,49,48,"10,36",2,4,4,2,2,0,0,2,2,1,1227949,0,0,98,1814,170,571,4175,50,5700,25,82766,10
3191,25/8/2016,5,6,11,25,35,40,44,35,3,3,4,2,2,1,1,2,0,0,0,0,0,108,1509,245,363,6801,50,6497,25,121298,10
3192,29/8/2016,11,19,23,32,48,49,34,11,3,3,4,2,0,2,1,1,2,1,2635787,2,406709,116,1885,252,474,6202,50,7004,25,113345,10
3193,1/9/2016,3,4,12,15,28,48,8,48,4,2,2,4,2,2,1,0,1,0,0,3,76558,92,1717,488,177,5342,50,13330,25,95227,10
3194,5/9/2016,3,9,14,21,32,40,7,3,4,2,3,3,2,1,1,2,0,0,0,6,50405,125,1664,439,259,6481,50,12146,25,120018,10
3195,8/9/2016,4,6,11,13,26,31,17,,4,2,3,3,2,2,1,1,0,2,2257276,5,83666,315,914,685,230,13638,50,16296,25,211964,10
3196,12/9/2016,3,10,18,22,48,49,41,,4,2,2,4,2,1,1,0,2,0,0,1,228748,104,1513,184,467,5151,50,5057,25,88224,10
3197,15/9/2016,2,20,21,25,27,38,28,,3,3,3,3,1,1,3,1,0,0,0,1,290015,133,1500,293,372,6930,50,9315,25,117241,10
3198,19/9/2016,14,17,26,31,41,45,30,,2,4,4,2,0,2,1,1,2,0,0,4,109012,147,2040,393,417,8348,50,11333,25,153152,10
3199,22/9/2016,8,11,28,34,40,46,48,,2,4,1,5,1,1,1,2,1,1,7884082,7,100715,284,1707,647,409,14604,50,19165,25,270538,10
3200,26/9/2016,6,9,15,27,37,48,24,,3,3,4,2,2,1,1,1,1,0,0,2,114821,96,1645,239,361,5196,50,6969,25,97147,10
3201,29/9/2016,1,3,4,24,34,48,29,48,4,2,2,4,3,0,1,1,1,0,0,2,147340,112,1809,267,414,6566,50,8067,25,113142,10
3202,3/10/2016,6,9,14,27,28,46,2,,3,3,2,4,2,1,2,0,1,0,0,3,150131,220,1408,544,311,11232,50,16510,25,193880,10
3203,6/10/2016,6,13,19,25,26,39,35,6,3,3,4,2,1,2,2,1,0,0,0,2,4367166,263,1866,704,381,16365,50,21098,25,300785,10
3204,10/10/2016,3,18,24,30,35,49,44,,3,3,3,3,1,1,2,1,1,0,0,2,125006,111,1549,216,435,4904,50,5578,25,89897,10
3205,13/10/2016,16,20,31,32,40,41,13,,2,4,2,4,0,2,0,3,1,0,0,5,61197,116,1814,355,324,5888,50,9582,25,106541,10
3206,17/10/2016,3,7,9,27,39,44,48,,3,3,5,1,3,0,1,1,1,2,2375063,8,55505,226,1351,506,330,11944,50,11782,25,205023,10
3207,20/10/2016,5,14,20,23,36,49,30,,4,2,3,3,1,2,1,1,1,0,0,1,227443,87,1798,222,385,4629,50,6339,25,88697,10
3208,24/10/2016,2,15,18,24,34,35,48,,4,2,2,4,1,2,1,2,0,2,1249879,2,149412,81,2537,207,542,5806,50,7363,25,111034,10
3209,27/10/2016,3,5,8,21,40,46,30,,4,2,3,3,3,0,1,1,1,0,0,3,72390,94,1589,253,322,5034,50,7090,25,96125,10
3210,31/10/2016,14,19,24,32,36,42,35,,3,3,1,5,0,2,1,2,1,1,2446298,0,0,111,1845,239,468,5602,50,6951,25,102303,10
3211,3/11/2016,1,11,19,26,35,39,14,19,3,3,5,1,1,2,1,2,0,0,0,1,518824,77,1974,215,386,4989,50,6123,25,91571,10
3212,7/11/2016,1,13,21,41,48,49,22,1,3,3,5,1,1,1,1,0,3,0,0,2,144519,86,2311,252,431,5403,50,7037,25,99517,10
3213,10/11/2016,17,22,26,34,41,47,42,41,2,4,3,3,0,1,2,1,2,0,0,1,389050,137,1953,321,455,6607,50,8572,25,124996,10
3214,14/11/2016,8,10,15,31,38,40,19,,3,3,2,4,2,1,0,3,0,0,0,5,1639018,285,1647,822,312,16601,50,21610,25,291920,10
3215,17/11/2016,1,21,31,36,39,43,38,31,2,4,5,1,1,0,1,3,1,0,0,2,111657,85,1807,160,524,3661,50,4813,25,72230,10
3216,21/11/2016,4,21,25,40,47,48,49,21,2,4,3,3,1,0,2,1,2,1,2455190,5,58714,79,2555,250,441,4735,50,7795,25,92954,10
3217,24/11/2016,2,3,17,19,22,40,20,40,5,1,3,3,2,2,1,1,0,0,0,2,106945,72,2043,268,300,4597,50,7118,25,85564,10
3218,28/11/2016,2,4,15,24,37,48,6,2,4,2,2,4,2,1,1,1,1,0,0,3,95203,110,1786,342,314,5133,50,9180,25,96313,10
3219,1/12/2016,3,4,8,19,24,46,12,"4,24",5,1,2,4,3,1,1,0,1,0,0,7,55534,171,1563,676,216,9453,50,17715,25,166905,10
3220,5/12/2016,5,9,11,19,24,37,36,"19,24",5,1,5,1,2,2,1,1,0,1,7433542,7,96676,490,950,822,309,21511,50,22079,25,346245,10
3221,8/12/2016,6,8,11,24,37,46,23,"11,24,37",4,2,2,4,2,1,1,1,1,1,1040938,3,73049,82,1838,257,320,5779,50,7026,25,102349,10
3222,12/12/2016,2,14,31,36,43,46,39,46,2,4,2,4,1,1,0,2,2,0,0,2,117580,65,2488,181,488,3449,50,5010,25,69516,10
3223,15/12/2016,4,18,24,39,46,47,10,46,3,3,2,4,1,1,1,1,2,0,0,0,0,87,2214,174,604,4518,50,6429,25,86537,10
3224,19/12/2016,10,11,24,27,36,49,43,24,3,3,3,3,1,1,2,1,1,0,0,2,358021,201,1492,363,451,9823,50,10404,25,177472,10
3225,22/12/2016,3,28,37,38,44,47,46,,1,5,3,3,1,0,1,2,2,1,7630364,5,131039,217,2076,506,486,11974,50,14974,25,222339,10
3226,26/12/2016,8,10,18,25,28,46,23,28,3,3,1,5,2,1,2,0,1,3,368554,4,58193,118,1357,317,276,7303,50,8507,25,115490,10
3227,29/12/2016,2,4,34,36,42,46,15,46,2,4,0,6,2,0,0,2,2,1,1121765,1,236161,86,1888,160,554,3832,50,5067,25,73474,10
3228,2/1/2017,1,18,22,35,38,49,30,,3,3,3,3,1,1,1,2,1,0,0,2,126352,88,1975,200,474,4756,50,6083,25,89075,10
3229,5/1/2017,7,15,20,33,39,44,43,,3,3,4,2,1,2,0,2,1,0,0,4,76144,87,2407,257,445,6242,50,6946,25,115576,10
3230,9/1/2017,8,29,33,34,42,49,21,33,1,5,3,3,1,0,1,2,2,0,0,2,227550,114,2745,401,426,7641,50,11635,25,152568,10
3231,12/1/2017,3,6,12,25,40,43,42,,3,3,3,3,2,1,1,1,1,2,4081565,14,50442,306,1587,733,362,16203,50,18178,25,297875,10
3232,16/1/2017,2,7,17,21,35,42,16,,4,2,4,2,2,1,1,1,1,0,0,2,127039,136,1285,254,376,6501,50,7548,25,101037,10
3233,19/1/2017,5,8,16,44,48,49,32,,3,3,2,4,2,1,0,0,3,0,0,3,104625,145,1489,315,374,7119,50,8624,25,127692,10
3234,23/1/2017,5,14,23,28,45,49,39,"5,49",3,3,4,2,1,1,2,0,2,1,4942864,6,78776,241,1349,408,435,10367,50,11695,25,186504,10
3235,26/1/2017,8,12,16,19,22,46,6,,5,1,1,5,1,3,1,0,1,0,0,1,276164,128,1484,465,223,7176,50,13879,25,125569,10
3236,30/1/2017,21,22,25,27,32,39,6,22,2,4,4,2,0,0,4,2,0,0,0,5,77952,150,1787,336,435,7551,50,11589,25,136121,10
3237,2/2/2017,11,20,21,29,37,48,23,21,3,3,4,2,0,2,2,1,1,0,0,8,70619,182,2135,565,375,10666,50,14967,25,202080,10
3238,6/2/2017,9,14,17,25,30,36,44,,3,3,3,3,1,2,2,1,0,4,2625703,12,81688,458,1472,958,384,22827,50,25627,25,405957,10
3239,10/2/2017,2,7,24,27,29,34,21,,3,3,3,3,2,0,3,1,0,4,3000413,26,89083,1052,1514,2516,346,53715,50,70461,25,938603,10
3240,13/2/2017,7,10,19,23,24,33,3,"7,24",5,1,4,2,2,1,2,1,0,0,0,5,53647,128,1441,403,250,6865,50,12078,25,118501,10
3241,16/2/2017,8,17,31,43,44,48,46,,2,4,3,3,1,1,0,1,3,0,0,2,167482,107,2153,295,426,6233,50,8342,25,117875,10
3242,20/2/2017,2,6,13,17,23,46,3,17,5,1,3,3,2,2,1,0,1,0,0,2,238074,184,1780,584,306,11097,50,18530,25,198395,10
3243,23/2/2017,7,8,9,28,41,42,29,,3,3,3,3,3,0,1,0,2,2,4260162,8,89302,326,1507,1082,248,18190,50,25391,25,325705,10
3244,27/2/2017,22,25,27,29,35,49,31,,1,5,5,1,0,0,4,1,1,1,1289621,3,90500,131,1425,260,392,5915,50,6781,25,101943,10
3245,2/3/2017,8,14,20,35,36,41,38,35,3,3,2,4,1,2,0,2,1,1,1241306,2,130664,139,1293,229,428,5137,50,6504,25,93943,10
3246,6/3/2017,16,22,28,36,39,47,3,36,2,4,2,4,0,1,2,2,1,0,0,1,260299,78,2295,251,389,4397,50,6914,25,80396,10
3247,9/3/2017,2,6,9,17,26,46,13,,4,2,2,4,3,1,1,0,1,0,0,9,34623,254,844,703,167,11185,50,13010,25,162823,10
3248,13/3/2017,6,28,30,35,39,42,33,6,1,5,2,4,1,0,2,2,1,1,4879381,2,227669,156,2007,397,431,8067,50,11608,25,154892,10
3249,16/3/2017,2,9,15,19,20,37,29,,5,1,4,2,2,3,0,1,0,0,0,2,121471,150,1114,471,194,8114,50,10610,25,124235,10
3250,20/3/2017,6,20,30,41,42,45,35,20,2,4,2,4,1,1,1,0,3,0,0,4,78380,74,2913,240,490,5409,50,7983,25,105543,10
3251,23/3/2017,5,13,18,25,28,44,16,,3,3,3,3,1,2,2,0,1,0,0,3,137389,192,1476,457,339,10222,50,12469,25,174863,10
3252,27/3/2017,1,27,28,40,41,44,36,"28,44",1,5,3,3,1,0,2,1,2,0,0,4,2138384,224,2110,580,445,12946,50,17108,25,237924,10
3253,30/3/2017,28,34,38,39,42,46,24,28,0,6,1,5,0,0,1,3,2,0,0,2,120087,54,3058,175,515,3527,50,5504,25,71263,10
3254,3/4/2017,1,28,30,32,40,48,31,28,1,5,1,5,1,0,2,2,1,0,0,6,54343,119,1884,244,502,5263,50,7750,25,103444,10
3255,6/4/2017,10,12,20,27,43,46,26,,3,3,2,4,1,2,1,0,2,1,4726002,3,142907,158,1866,340,473,8454,50,11723,25,165655,10
3256,10/4/2017,13,19,20,23,29,31,48,20,4,2,5,1,0,3,2,1,0,0,0,2,124656,139,1234,194,482,6193,50,5432,25,106984,10
3257,13/4/2017,7,9,16,27,32,47,36,,3,3,4,2,2,1,1,1,1,1,2582205,4,73578,159,1273,318,348,6701,50,8609,25,125560,10
3258,17/4/2017,12,17,25,28,36,44,3,,2,4,2,4,0,2,2,1,1,2,562158,4,59175,105,1550,283,314,4949,50,7780,25,92821,10
3259,20/4/2017,2,12,25,28,37,38,22,"12,25,28",2,4,2,4,1,1,2,2,0,1,1075999,4,56632,83,1877,255,334,4584,50,7238,25,86240,10
3260,24/4/2017,2,8,22,31,32,35,36,2,3,3,2,4,2,0,1,3,0,1,1106963,3,77682,85,1885,235,372,4795,50,6392,25,92774,10
3261,27/4/2017,4,7,15,31,32,43,37,"31,32",3,3,4,2,2,1,0,2,1,0,0,1,224332,66,2337,152,554,4292,50,5234,25,84699,10
3262,1/5/2017,8,17,24,29,32,45,14,32,3,3,3,3,1,1,2,1,1,0,0,2,148469,117,1745,365,306,5795,50,7888,25,111683,10
3263,4/5/2017,4,13,14,36,41,43,45,,3,3,3,3,1,2,0,1,2,1,4338512,0,0,164,1644,348,423,8360,50,9792,25,143950,10
3264,8/5/2017,5,21,29,30,38,45,1,,2,4,4,2,1,0,3,1,1,0,0,1,631272,63,2610,198,453,4571,50,6764,25,89219,10
3265,11/5/2017,8,9,12,18,27,45,13,45,4,2,3,3,2,2,1,0,1,0,0,3,94188,283,687,414,256,10929,50,10969,25,156130,10
3266,15/5/2017,8,14,16,23,24,27,5,"8,27",5,1,2,4,1,2,3,0,0,2,2233143,9,46505,203,1418,649,242,9442,50,18179,25,168566,10
3267,18/5/2017,4,23,43,44,46,48,16,23,2,4,2,4,1,0,1,0,4,2,529816,3,74361,63,2435,151,554,3744,50,4590,25,67663,10
3268,22/5/2017,21,24,31,34,37,44,45,44,2,4,3,3,0,0,2,3,1,1,1099071,0,0,164,970,158,550,3848,50,4641,25,73077,10
3269,25/5/2017,3,8,11,32,44,46,12,44,3,3,2,4,2,1,0,1,2,0,0,0,0,87,1771,181,465,4350,50,7242,25,85690,10
3270,29/5/2017,13,15,16,27,36,47,24,,3,3,4,2,0,3,1,1,1,1,2492273,3,252025,95,2176,275,410,5369,50,7569,25,103042,10
3271,1/6/2017,9,15,17,22,44,46,2,15,4,2,3,3,1,2,1,0,2,0,0,1,220385,79,1918,234,354,4029,50,6875,25,80879,10
3272,5/6/2017,15,21,23,24,39,40,18,15,4,2,4,2,0,1,3,2,0,1,2436206,3,97501,117,1719,255,431,5167,50,7401,25,98461,10
3273,8/6/2017,5,7,22,25,34,40,1,40,3,3,3,3,2,0,2,2,0,1,1046310,4,55069,91,1665,261,317,5021,50,7522,25,91133,10
3274,12/6/2017,9,10,19,21,23,43,15,,5,1,5,1,2,1,2,0,1,0,0,3,75175,118,1314,326,260,6237,50,8389,25,104138,10
3275,15/6/2017,20,21,23,37,39,47,31,"21,23",3,3,5,1,0,1,2,2,1,0,0,2,133357,71,2583,212,472,4022,50,6178,25,80171,10
3276,19/6/2017,1,23,30,34,40,42,14,23,2,4,2,4,1,0,2,2,1,1,4278784,4,102140,170,1653,351,437,7444,50,10061,25,135526,10
3277,22/6/2017,4,5,12,20,47,49,25,,4,2,3,3,2,2,0,0,2,0,0,3,71472,65,2268,197,409,4381,50,7020,25,86167,10
3278,26/6/2017,14,20,21,23,25,37,15,20,4,2,4,2,0,2,3,1,0,0,0,1,292980,110,1832,297,370,6329,50,8753,25,109179,10
3279,29/6/2017,2,9,13,16,29,40,46,,4,2,3,3,2,2,1,1,0,2,2195158,3,138961,212,1352,333,470,10267,50,10482,25,185991,10
3280,3/7/2017,5,7,9,27,31,34,40,9,3,3,5,1,3,0,1,2,0,2,559576,2,117806,158,1026,244,363,7999,50,6676,25,133621,10
3281,6/7/2017,2,4,7,26,40,47,35,7,3,3,2,4,3,0,1,1,1,0,0,0,0,83,1878,203,419,5103,50,5269,25,91926,10
3282,10/7/2017,11,16,31,35,46,48,41,,2,4,3,3,0,2,0,2,2,1,2546945,2,268100,113,1884,284,409,5520,50,7324,25,102824,10
3283,13/7/2017,24,30,33,34,47,49,12,,1,5,3,3,0,0,2,2,2,1,1059604,1,223075,54,2841,143,585,3279,50,5057,25,63660,10
3284,17/7/2017,9,11,16,20,27,46,39,,4,2,3,3,1,3,1,0,1,0,0,3,75950,90,1741,262,327,5986,50,5819,25,103939,10
3285,20/7/2017,8,11,35,39,41,43,13,11,2,4,5,1,1,1,0,2,2,0,0,4,68632,87,2170,305,338,5196,50,7749,25,97663,10
3286,24/7/2017,2,22,23,32,35,41,7,"35,41",3,3,3,3,1,0,2,2,1,1,4418860,5,85583,208,1415,526,306,8951,50,13705,25,153630,10
3287,27/7/2017,14,20,24,33,37,41,18,41,3,3,3,3,0,2,1,2,1,0,0,2,107585,89,1663,214,378,4007,50,5224,25,70771,10
3288,31/7/2017,11,13,14,16,30,43,47,14,4,2,3,3,0,4,1,0,1,1,2469476,2,152360,105,1996,260,440,6262,50,6545,25,116697,10
3289,3/8/2017,14,19,22,27,32,36,40,14,3,3,2,4,0,2,2,2,0,1,1074800,1,226274,88,1768,197,431,4247,50,5308,25,78674,10
3290,7/8/2017,5,17,34,40,42,46,22,,2,4,2,4,1,1,0,2,2,2,555258,3,77931,76,2115,235,374,4080,50,5672,25,75485,10
3291,10/8/2017,1,31,39,45,46,49,34,46,1,5,5,1,1,0,0,2,3,0,0,1,216908,61,2445,176,463,3569,50,4247,25,66742,10
3292,14/8/2017,2,8,17,22,39,46,6,"39,46",4,2,2,4,2,1,1,1,1,0,0,3,95297,124,1586,383,280,6666,50,11580,25,118231,10
3293,17/8/2017,11,15,29,39,41,47,25,39,2,4,6,0,0,2,1,1,2,0,0,4,100087,112,2458,362,415,7077,50,10254,25,137708,10
3294,21/8/2017,4,7,12,18,42,47,41,47,4,2,2,4,2,2,0,0,2,1,7922612,8,95597,337,1561,801,359,18226,50,21603,25,327776,10
3295,24/8/2017,11,17,26,30,32,39,33,,2,4,3,3,0,2,2,2,0,1,1020676,1,214880,46,3212,207,390,3996,50,5436,25,77580,10
3296,28/8/2017,1,21,29,35,39,46,8,39,2,4,5,1,1,0,2,2,1,0,0,0,0,64,2501,227,385,3516,50,6804,25,69429,10
3297,31/8/2017,3,36,39,40,44,47,14,39,1,5,3,3,1,0,0,3,2,0,0,1,522170,68,2926,240,453,4554,50,6528,25,90630,10
3298,4/9/2017,10,11,22,36,38,46,13,36,3,3,1,5,1,1,1,2,1,2,2311781,1,451212,205,1514,361,469,8989,50,12255,25,169109,10
3299,7/9/2017,13,19,20,21,32,49,27,,4,2,4,2,0,3,1,1,1,0,0,2,113611,85,1838,174,490,3956,50,5850,25,81339,10
3300,11/9/2017,7,14,17,18,44,48,2,,4,2,2,4,1,3,0,0,2,0,0,2,150702,116,1787,305,371,6146,50,8479,25,115649,10
3301,14/9/2017,12,15,29,36,40,45,16,,2,4,3,3,0,2,1,2,1,0,0,3,139682,143,2015,373,422,8036,50,11379,25,146644,10
3302,18/9/2017,3,15,22,24,32,43,35,15,4,2,3,3,1,1,2,1,1,1,8030687,4,185751,338,1512,754,370,14744,50,19547,25,269684,10
3303,21/9/2017,9,14,15,28,35,37,2,15,3,3,4,2,1,2,1,2,0,0,0,0,0,80,1893,218,379,4653,50,6804,25,90219,10
3304,25/9/2017,7,18,26,34,41,48,8,,2,4,2,4,1,1,1,1,2,2,1282131,5,107969,115,1912,357,336,5883,50,10314,25,108965,10
3305,28/9/2017,11,12,26,27,29,33,10,26,2,4,4,2,0,2,3,1,0,0,0,5,45286,93,1674,433,197,5561,50,10428,25,98704,10
3306,2/10/2017,2,8,17,18,23,42,1,,5,1,2,4,2,2,1,0,1,0,0,7,45428,177,1236,535,223,8495,50,13010,25,151251,10
3307,5/10/2017,9,19,23,36,40,44,20,23,3,3,3,3,1,1,1,2,1,0,0,6,73148,173,1745,523,315,8929,50,13094,25,169225,10
3308,9/10/2017,6,14,17,40,43,49,48,40,3,3,3,3,1,2,0,1,2,1,8380725,12,65088,223,2408,779,376,14319,50,19984,25,273524,10
3309,12/10/2017,6,14,17,21,22,37,15,"6,14,17",5,1,3,3,1,2,2,1,0,0,0,2,114894,99,1596,253,341,4901,50,6757,25,90667,10
3310,16/10/2017,6,11,12,34,36,49,3,6,3,3,2,4,1,2,0,2,1,0,0,1,319162,140,1568,322,372,5938,50,10551,25,118814,10
3311,19/10/2017,2,4,15,20,26,28,24,,4,2,1,5,2,2,2,0,0,0,0,1,416797,193,1485,574,273,10839,50,14944,25,181456,10
3312,23/10/2017,2,9,23,35,38,48,20,2,3,3,3,3,2,0,1,2,1,2,4033779,11,66609,299,1685,702,392,15654,50,20311,25,290114,10
3313,26/10/2017,3,10,25,32,36,37,6,,2,4,3,3,2,0,1,3,0,0,0,2,113287,92,1694,283,301,4884,50,8261,25,85691,10
3314,30/10/2017,8,20,30,43,46,48,18,,2,4,1,5,1,1,1,0,3,0,0,1,323157,101,2200,315,385,5920,50,8795,25,114336,10
3315,2/11/2017,7,17,18,30,32,47,39,30,3,3,3,3,1,2,1,1,1,0,0,4,105311,158,1833,365,433,8469,50,10731,25,159668,10
3316,6/11/2017,2,8,11,15,19,32,47,32,5,1,3,3,2,3,0,1,0,0,0,8,1105236,488,1037,769,359,22074,50,19063,25,363439,10
3317,9/11/2017,22,31,33,41,44,47,24,,1,5,4,2,0,0,1,2,3,0,0,1,244593,97,1734,195,471,4494,50,5707,25,79810,10
3318,13/11/2017,3,19,21,35,37,44,26,44,3,3,5,1,1,1,1,2,1,0,0,0,0,116,1918,242,502,5836,50,7724,25,109912,10
3319,16/11/2017,11,13,16,27,34,48,30,,3,3,3,3,0,3,1,1,1,1,4699342,4,186186,167,1734,456,347,10281,50,12548,25,176876,10
